collected_funds,campaign_quality,goal,images,video,comments_count,updates_count,creators,business_venture,social,pitch_size,filler_words,duration,reach30in2,posemo,negemo,time
1126,5,3000,21,0,5,0,2,1,0,734,0,2.99573227355399,FALSE,3.13,1.63,1139
1835,3,2500,0,0,14,0,2,1,0,206,0,4.4188406077966,FALSE,7.77,0,864
3145,9,3000,5,1,3,11,3,0,0,479,0,3.40119738166216,FALSE,6.26,2.3,1313
1320,6,3000,6,0,0,2,1,1,0,352,0,4.0943445622221,FALSE,2.56,0,1267
855,7,5000,1,1,10,7,6,1,0,440,0,4.07753744390572,FALSE,3.41,0.45,693
530,6,20000,5,0,4,3,1,0,0,1082,0,4.0943445622221,FALSE,5.64,0.37,995
3700,9,8000,19,1,15,3,1,0,0,845,0,4.17438726989564,FALSE,5.44,0.71,1035
5672,3,10000,0,1,49,0,1,0,1,452,0,3.40119738166216,FALSE,5.31,1.77,1227
1850,6,14000,0,1,1,0,1,1,0,584,0,4.0943445622221,FALSE,5.14,0.51,1313
825,3,3000,0,1,4,0,1,0,1,261,0,4.07753744390572,FALSE,1.92,0.77,1326
675,0,1000,0,0,6,0,3,0,1,491,0,3.61091791264422,FALSE,2.44,1.22,874
1475,6,4000,0,1,10,0,1,1,0,258,0,3.97029191355212,TRUE,1.55,0,1057
1042,9,1000,4,1,20,4,1,1,0,357,0,3.80666248977032,TRUE,7.28,1.4,1203
5545,9,5000,26,1,5,15,2,1,0,645,0,3.76120011569356,FALSE,4.03,0.16,1282
5230,8,5000,2,1,19,2,4,1,0,478,0,4.0943445622221,FALSE,6.9,0.63,1143
6445,9,20000,13,1,12,11,6,0,0,641,0,3.8286413964891,FALSE,4.06,0.47,1361
650,5,3500,0,1,4,0,1,0,1,785,0,4.0943445622221,FALSE,3.18,0.25,1365
2061,6,5000,9,0,17,7,2,1,0,343,0,3.80666248977032,TRUE,5.83,2.33,1191
655,3,1000,0,0,5,0,1,1,0,326,0,2.77258872223978,FALSE,2.45,0.61,1181
1115,3,1000,0,0,0,0,3,1,0,387,0,3.55534806148941,TRUE,2.58,1.03,1348
3530,9,5500,11,1,23,13,2,1,0,531,0,4.0943445622221,FALSE,4.52,1.88,1244
1325,3,2000,0,0,8,0,4,1,0,543,0,2.89037175789616,TRUE,4.6,0.37,1204
1325,8,5000,2,1,15,3,3,1,0,1126,0,3.43398720448515,FALSE,4.62,0.53,1211
1385,8,5000,9,1,8,3,5,1,0,322,0,4.14313472639153,FALSE,1.86,1.24,929
620,5,1500,2,0,5,1,1,1,0,275,0,4.0943445622221,FALSE,5.45,1.45,685
635,6,1500,0,1,8,1,3,1,0,799,0,4.0943445622221,FALSE,4.63,0.25,964
903,3,3000,0,0,9,1,1,1,0,850,0,4.70953020131233,FALSE,4.12,0.24,861
12325,8,12000,2,1,23,2,1,1,0,886,0,4.0943445622221,FALSE,4.63,1.02,889
604,2,6000,0,0,1,3,4,1,0,806,0,4.59511985013459,FALSE,3.1,0.74,649
2000,3,4000,0,0,7,0,3,1,0,305,0,4.0943445622221,FALSE,4.26,1.64,1030
8110,9,15000,8,1,16,16,5,1,0,845,0,4.31748811353631,FALSE,2.96,0.71,588
3145,6,2500,0,1,16,4,1,1,0,518,0,2.63905732961526,FALSE,5.79,0.19,1115
2105,6,2000,0,1,19,0,2,1,0,247,0,3.80666248977032,FALSE,5.26,6.07,1125
900,5,1500,2,0,9,2,4,0,1,581,0,2.70805020110221,TRUE,4.48,0.69,1128
620,3,1000,0,0,4,0,2,1,0,270,0,3.04452243772342,FALSE,5.19,0.74,1207
5220,9,10000,6,1,42,23,5,1,0,710,0,3.46573590279973,FALSE,6.06,1.13,1059
1165,9,4000,15,1,18,4,3,1,0,581,0,3.40119738166216,FALSE,5.16,0.52,1136
1351,1,7000,1,0,3,0,2,0,1,269,0,4.0943445622221,FALSE,4.09,1.12,1005
1200,6,1200,0,1,1,0,3,1,0,324,0,3.61091791264422,FALSE,4.32,0.93,1338
12490,6,5000,13,0,107,20,1,1,0,1007,0,4.07753744390572,FALSE,2.48,0,766
1495,3,1000,0,0,28,25,1,1,0,859,0,4.0943445622221,TRUE,3.61,0.58,979
3870,8,5000,2,1,69,6,2,1,0,1060,0,3.68887945411394,FALSE,4.06,0.28,976
1375,5,6000,2,0,0,0,1,1,0,662,0,3.80666248977032,FALSE,4.08,0.45,1356
3290,9,2500,20,1,22,4,6,1,0,570,0,3.46573590279973,FALSE,3.51,0.53,595
2025,8,4200,2,1,29,2,1,1,0,573,0,4.30406509320417,FALSE,3.84,0.52,778
5150,9,5000,9,1,76,13,3,1,0,532,0,3.91202300542815,FALSE,5.83,0.94,1099
975,9,15000,9,1,10,14,2,1,0,527,0,3.80666248977032,FALSE,7.4,0,1097
2710,6,3500,6,0,3,3,2,0,1,556,0,4.04305126783455,FALSE,6.83,0.36,1344
11111,6,11111,0,1,18,0,1,0,1,1010,0,3.80666248977032,FALSE,2.57,1.49,1181
1170,5,2000,2,0,2,3,1,1,0,774,0,3.43398720448515,FALSE,3.75,0.65,1197
850,3,3500,0,0,0,4,2,1,0,471,0,2.30258509299405,FALSE,5.31,0.21,1333
5650,9,10000,4,1,10,0,1,1,0,312,0,3.36729582998647,TRUE,9.62,0,1298
1000,7,1000,1,1,3,0,2,0,1,144,0,3.17805383034795,FALSE,6.25,1.39,1056
1945,9,3000,5,1,8,0,1,0,1,824,0,4.0943445622221,FALSE,1.33,0.24,1322
1121,2,5000,0,0,1,1,1,1,0,151,0,3.43398720448515,FALSE,1.99,2.65,302
1010,9,1500,9,1,3,4,1,1,0,470,0,3.49650756146648,FALSE,4.89,1.28,1304
5570,9,3000,5,1,15,6,1,0,1,360,0,3.40119738166216,TRUE,6.94,0.28,1099
8927,9,20000,24,1,54,21,1,1,0,433,0,3.68887945411394,TRUE,1.39,1.15,1061
750,9,4000,4,1,3,5,1,1,0,344,0,4.45434729625351,FALSE,2.91,0.87,465
2155,9,9000,4,1,5,4,5,1,0,655,0,3.73766961828337,FALSE,6.41,0.61,1078
2025,3,3000,0,0,9,0,1,0,1,627,0.16,2.94443897916644,TRUE,2.07,1.28,1137
1330,3,5000,0,0,1,0,4,1,0,239,0,4.17438726989564,FALSE,2.09,0,442
5480,3,5000,0,0,15,1,1,1,0,205,0,4.07753744390572,FALSE,0.98,2.44,306
1644,4,8000,1,0,14,1,1,1,0,496,0,3.8286413964891,FALSE,5.24,2.62,1047
938,8,11000,2,1,2,0,1,1,0,645,0,3.80666248977032,FALSE,3.72,0.62,1336
5250,8,10000,18,1,1,0,2,1,0,802,0,3.43398720448515,FALSE,3.87,1.37,1187
3400,9,3000,4,1,14,0,8,1,0,673,0,3.68887945411394,FALSE,3.42,0.74,1041
1875,6,4000,5,0,15,0,2,1,0,399,0,3.73766961828337,FALSE,4.76,1.75,1089
12250,9,18000,7,1,71,28,7,1,0,769,0,3.43398720448515,FALSE,3.25,1.04,911
1560,6,3000,5,0,33,2,1,0,1,491,0,3.3322045101752,TRUE,4.07,0,1048
1740,7,1500,1,1,2,0,1,1,0,203,0,4.0943445622221,FALSE,5.42,0,1319
990,6,5000,0,1,3,1,1,0,1,899,0,4.0943445622221,FALSE,4,0.33,1322
630,6,15000,3,0,11,4,3,1,0,324,0,4.61512051684126,FALSE,3.4,0.62,657
1075,5,4500,0,1,3,5,1,0,0,400,0,4.0943445622221,FALSE,5.75,0,948
2075,3,2000,0,0,7,0,1,0,0,492,0,3.52636052461616,FALSE,3.25,0.41,1346
2495,1,2000,0,0,18,0,1,1,0,213,0,4.06044301054642,FALSE,8.92,0,1030
1130,7,2750,1,1,8,0,1,0,1,235,0,1.09861228866811,FALSE,5.53,0.43,1212
775,8,10000,6,1,0,3,1,0,1,535,0,4.78749174278205,FALSE,1.68,0.93,1152
1350,0,3350,0,0,3,6,1,0,1,767,0,2.83321334405622,FALSE,4.56,3.91,1349
606,6,1000,5,0,7,7,1,1,0,534,0,3.80666248977032,FALSE,3.75,0,1217
3355,9,15000,6,1,17,2,3,0,0,302,0,3.55534806148941,FALSE,6.62,0,1103
5631,9,4501,3,1,9,6,3,1,0,448,0.22,3.36729582998647,FALSE,6.7,0.45,1313
4281,8,4000,2,1,12,2,1,1,0,696,0,4.0943445622221,TRUE,3.74,0.29,1303
3840,7,3800,1,1,5,1,3,1,0,449,0,3.55534806148941,FALSE,3.56,0.67,1321
925,0,10000,0,0,15,0,2,0,1,938,0,4.51085950651685,FALSE,3.73,2.35,1124
3965,6,3755,7,0,15,0,2,1,0,533,0,3.89182029811063,FALSE,6.38,0.38,1249
570,6,1500,9,0,6,0,1,1,0,508,0,3.13549421592915,FALSE,3.35,0.59,966
3155,9,3000,3,1,15,3,5,1,0,2102,0,3.89182029811063,TRUE,4.76,1.71,748
795,6,5000,0,1,2,1,1,1,0,463,0,3.13549421592915,FALSE,2.38,0,381
2606,6,5000,3,0,39,27,1,1,0,1902,0,4.0943445622221,FALSE,3.79,1.16,925
5375,7,5000,4,1,29,3,1,0,1,593,0,4.21950770517611,FALSE,5.4,1.52,1120
3075,6,7500,0,1,24,6,1,0,1,626,0,4.0943445622221,FALSE,2.56,0.64,990
875,9,3000,3,1,12,3,2,1,0,782,0,3.2188758248682,FALSE,5.75,0,1128
3606,9,11500,7,1,4,7,2,0,1,568,0,3.49650756146648,TRUE,2.82,1.41,1301
500,5,20000,5,0,12,2,2,1,0,634,0,4.07753744390572,FALSE,3.31,0.47,1070
540,3,13500,0,0,4,1,2,1,0,873,0,4.06044301054642,FALSE,3.78,0.46,918
2695,5,2200,2,0,3,2,2,1,0,493,0,3.09104245335832,FALSE,4.67,0.81,1326
975,0,3000,0,0,5,1,1,0,0,227,0,4.78749174278205,FALSE,3.96,1.32,1038
3160,7,7000,1,1,17,0,2,1,0,438,0,3.93182563272433,FALSE,1.6,0.23,1162
870,4,6000,1,0,8,0,8,1,0,461,0,4.29045944114839,FALSE,4.77,0.87,1173
526,8,1500,10,1,2,10,1,0,1,224,0,2.70805020110221,FALSE,4.46,0.89,1147
5615,6,8000,0,1,49,7,1,1,0,1461,0,3.43398720448515,FALSE,6.09,0.89,1288
2185,8,2000,2,1,16,0,1,1,0,701,0,2.39789527279837,TRUE,3.85,0.57,1239
3202,9,3000,12,1,13,7,2,1,0,2334,0,3.43398720448515,FALSE,4.37,2.06,700
1743,6,5500,0,1,27,0,1,0,0,650,0,3.61091791264422,FALSE,9.38,0.46,1195
1511,4,1500,1,0,8,4,1,1,0,260,0,4.21950770517611,TRUE,4.62,0.38,784
1025,9,16050,10,1,15,7,2,0,0,503,0,3.52636052461616,FALSE,5.17,0.2,1036
2450,3,5000,0,0,12,0,5,1,0,531,0,4.55387689160054,FALSE,5.27,1.13,1000
6292,9,10000,108,1,23,106,3,1,0,329,0,4.07753744390572,FALSE,3.04,0.61,761
715,1,5000,0,0,12,0,4,1,0,421,0,4.11087386417331,FALSE,2.85,0.95,986
2299,5,2000,4,0,39,0,1,1,0,408,0.25,3.52636052461616,FALSE,4.9,0.74,956
8913,2,4000,2,0,20,3,1,0,1,211,0,4.78749174278205,TRUE,8.06,1.9,1280
1205,3,1000,3,0,12,0,1,0,1,381,0,3.40119738166216,TRUE,8.66,1.31,1170
1090,9,4000,10,1,8,0,1,1,0,665,0,3.91202300542815,FALSE,3.31,0,1358
600,8,3666,5,1,10,9,4,1,0,726,0,5.08759633523238,FALSE,3.58,0.83,825
1200,3,5000,0,0,9,0,1,1,0,1059,0,3.46573590279973,FALSE,5,0.66,773
2335,6,2000,5,1,3,0,2,0,1,646,0,4.07753744390572,FALSE,4.02,0.93,1265
1175,9,14000,6,1,7,5,1,0,1,372,0,3.3322045101752,FALSE,2.69,2.42,1314
1131,3,2000,0,0,10,0,3,1,0,334,0,2.77258872223978,TRUE,4.79,0,849
19010,6,18000,7,1,17,8,1,0,1,691,0,4.07753744390572,FALSE,2.89,0.72,760
15201,9,8000,11,1,68,12,1,1,0,337,0,4.23410650459726,FALSE,5.04,0,1163
935,6,2000,7,0,8,0,4,1,0,237,0,4.0943445622221,FALSE,3.38,0.84,803
1915,4,4000,1,0,6,1,6,1,0,476,0,3.91202300542815,FALSE,7.14,0,1063
5250,5,12000,2,0,41,4,3,1,0,281,0,3.58351893845611,FALSE,6.05,0.36,693
1753,6,1500,0,1,9,0,1,0,1,298,0,3.36729582998647,TRUE,7.05,0.34,700
801,9,5350,3,1,2,6,4,1,0,601,0,4.14313472639153,FALSE,5.16,0.5,1283
4701,6,4700,14,0,57,8,2,1,0,307,0,3.49650756146648,FALSE,4.89,0.65,1001
1220,3,1000,0,0,14,0,1,1,0,372,0,4.31748811353631,FALSE,3.49,3.49,674
925,6,4000,0,1,11,0,1,0,1,367,0,3.40119738166216,FALSE,2.45,0.82,1169
10260,7,10000,1,1,17,1,5,1,0,704,0,4.0943445622221,FALSE,4.26,0.57,666
3820,9,1800,4,1,3,7,2,1,0,657,0,4.0943445622221,TRUE,2.13,0.15,1354
5970,9,5000,8,1,20,1,3,1,0,1222,0,3.40119738166216,FALSE,3.03,0.25,1276
2386,9,5000,5,1,42,6,1,1,0,908,0,3.66356164612965,TRUE,3.85,0.11,1154
4656,7,4000,1,1,41,0,2,1,0,597,0,3.40119738166216,TRUE,4.86,0.5,1217
5230,9,5000,3,1,32,4,3,1,0,768,0,3.3322045101752,FALSE,4.3,0.91,1165
3800,5,4500,2,0,10,1,1,1,0,869,0,3.52636052461616,FALSE,4.26,0.12,467
5250,9,5000,25,1,40,1,6,1,0,1205,0,3.40119738166216,FALSE,4.4,0.75,1161
535,7,7500,1,1,9,1,2,0,1,426,0,3.17805383034795,FALSE,3.05,0.47,1003
725,6,5000,0,1,10,0,1,1,0,652,0,3.80666248977032,FALSE,3.68,1.07,1279
1615,6,9000,4,0,15,6,1,1,0,971,0,2.39789527279837,FALSE,5.56,0.21,1174
640,6,5000,7,0,2,15,1,1,0,204,0,4.78749174278205,FALSE,1.96,4.41,826
900,6,2500,4,0,3,1,3,1,0,352,0,3.2188758248682,TRUE,3.98,1.14,390
1000,6,5000,0,1,4,0,3,1,0,442,0,3.40119738166216,FALSE,2.26,1.13,1183
545,1,3000,1,0,0,0,1,0,1,268,0,2.94443897916644,FALSE,2.24,0.37,1102
2425,6,10000,0,1,13,4,3,1,0,740,0,4.51085950651685,FALSE,3.65,0.14,866
1070,0,4000,0,0,10,0,2,0,0,320,0,3.93182563272433,FALSE,3.12,0,1058
3360,9,2450,6,1,37,4,6,1,0,478,0,4.31748811353631,FALSE,5.02,0.42,671
4250,6,3000,11,0,36,12,7,1,0,660,0,3.40119738166216,FALSE,5,0.76,668
7458,6,20000,40,1,19,0,1,0,1,859,0,4.78749174278205,FALSE,3.84,1.05,1224
15205,6,15000,47,0,100,14,1,1,0,1360,0,3.80666248977032,FALSE,3.24,1.1,1055
1315,1,12000,1,0,13,0,1,0,0,717,0,4.78749174278205,FALSE,3.35,0.56,1217
2070,6,2000,10,0,3,1,2,1,0,425,0,3.52636052461616,TRUE,6.35,0.24,1303
5072,9,5000,4,1,33,5,1,1,0,665,0,3.55534806148941,FALSE,2.71,0.3,1137
1556,3,1500,0,0,10,0,1,0,0,306,0,4.15888308335967,FALSE,6.86,0,1279
779,6,20000,56,0,9,24,1,1,0,1323,0,3.04452243772342,FALSE,5.14,0.98,1284
615,7,1200,2,1,11,0,1,0,1,834,0,2.39789527279837,FALSE,2.4,0.48,1178
580,5,1500,3,0,5,0,1,1,0,344,0,3.40119738166216,TRUE,4.36,0.58,1214
1782,8,1200,2,1,3,4,1,1,0,339,0,4.0943445622221,FALSE,3.83,0.29,1359
1055,5,1000,2,1,12,2,1,1,0,290,0,3.85014760171006,TRUE,6.55,0.34,1308
881,6,20000,4,0,2,0,1,1,0,1260,0,4.31748811353631,FALSE,4.92,0.32,1233
3302,9,2700,6,1,13,15,2,1,0,410,0,3.87120101090789,FALSE,2.68,0.73,1354
514,6,12000,1,1,1,0,1,0,0,917,0,3.40119738166216,FALSE,2.73,1.2,1349
1500,7,1500,2,1,1,1,2,0,1,850,0,3.40119738166216,FALSE,6.24,0.35,1131
1648,6,1600,6,0,18,1,4,1,0,515,0,3.40119738166216,FALSE,2.91,0,1215
1000,3,1000,0,0,15,1,1,1,0,338,0,4.02535169073515,FALSE,1.78,1.18,925
3000,6,3000,0,1,1,0,1,1,0,551,0,3.3322045101752,FALSE,6.72,0,1341
17548,6,15000,0,1,83,0,3,1,0,208,0,3.40119738166216,FALSE,3.37,1.44,691
970,3,10000,0,0,1,0,1,0,1,450,0.22,4.56434819146784,FALSE,4,0.44,1334
1280,2,1850,0,0,1,0,1,1,0,727,0,2.30258509299405,FALSE,3.03,0.28,1285
540,8,1800,17,1,7,7,1,0,1,727,0,4.8283137373023,FALSE,3.44,1.38,1006
3960,9,5000,5,1,9,7,1,0,1,716,0,3.8286413964891,FALSE,3.77,0.56,1348
2771,6,10000,2,1,3,0,1,1,0,315,0,3.40119738166216,FALSE,6.03,0.32,1020
520,9,13000,12,1,12,20,1,1,0,481,0,4.0943445622221,FALSE,1.87,0,826
780,7,10000,1,1,16,1,2,0,1,1489,0,3.40119738166216,FALSE,4.57,0.6,1026
1205,6,2950,0,1,15,0,2,0,1,262,0,3.3322045101752,FALSE,7.63,0.38,1062
855,6,1500,0,1,12,0,1,1,0,300,0,3.46573590279973,FALSE,3.33,0,1218
3802,5,3000,2,0,15,0,2,1,0,307,0,4.78749174278205,TRUE,3.91,0,1245
560,4,4000,1,0,8,0,1,1,0,822,0,3.63758615972639,FALSE,5.35,1.46,588
1260,6,1000,0,1,4,0,2,1,0,239,0,3.40119738166216,FALSE,5.02,1.67,1339
2308,3,10000,0,0,3,0,2,1,0,841,0,3.55534806148941,FALSE,4.4,2.62,1121
1200,0,10000,0,0,15,2,1,0,1,242,0,4.62497281328427,FALSE,3.31,0.83,1114
1775,9,6500,6,1,14,0,1,1,0,319,0,3.80666248977032,FALSE,6.27,0,1214
1675,7,2500,1,1,7,0,1,1,0,354,0,3.13549421592915,TRUE,5.08,1.41,1299
1160,6,1000,0,1,7,0,2,1,0,335,0,3.85014760171006,TRUE,4.48,0,1263
1007,1,10000,0,0,39,0,2,0,1,459,0,3.52636052461616,FALSE,1.96,2.18,942
5420,6,5000,27,0,20,2,2,1,0,244,0,4.14313472639153,FALSE,6.56,0,757
851,9,7000,39,1,14,0,1,1,0,856,0,4.0943445622221,FALSE,3.39,1.52,1223
2975,1,6000,0,0,20,3,1,0,1,295,0,4.0943445622221,FALSE,5.42,0.68,1173
7855,9,15000,3,1,18,2,1,0,1,651,0,4.11087386417331,FALSE,2.3,1.38,1094
1586,9,5500,18,1,27,35,4,1,0,707,0,3.85014760171006,FALSE,5.52,1.56,1128
5165,8,4000,2,1,45,2,1,1,0,637,0,3.46573590279973,FALSE,3.14,1.41,791
1020,6,3000,0,1,0,2,3,1,0,169,0,3.40119738166216,FALSE,1.78,1.78,351
1620,4,20000,9,0,9,5,1,0,1,739,0,3.80666248977032,FALSE,3.52,2.57,1137
1165,5,5000,10,0,8,9,1,0,1,834,0,3.46573590279973,FALSE,4.32,1.8,1124
1919,9,10022,46,1,77,9,17,0,1,2034,0,3.40119738166216,FALSE,5.46,0.39,925
7025,6,7000,0,1,23,2,2,1,0,338,0,4.0943445622221,FALSE,2.66,0.59,581
2670,9,6000,5,1,11,8,2,1,0,704,0,4.0943445622221,FALSE,3.41,0.14,1237
2895,6,2000,7,0,1,1,2,1,0,358,0,3.40119738166216,FALSE,8.38,2.23,1236
1175,5,1643,0,1,4,2,2,0,1,584,0,3.40119738166216,FALSE,2.57,0.51,650
5675,9,5000,6,1,59,3,4,1,0,547,0,3.43398720448515,FALSE,6.95,0.18,944
1277,3,2000,0,0,21,2,1,1,0,797,0,3.40119738166216,FALSE,5.9,0.13,625
8605,3,6000,0,0,53,0,1,0,1,465,0,1.79175946922806,FALSE,4.3,1.08,937
835,9,20000,4,1,19,4,13,1,0,1129,0,3.71357206670431,FALSE,2.83,0.18,570
2030,9,2000,18,1,13,12,2,1,0,279,0,4.65396035015752,TRUE,3.58,4.66,891
3125,6,3000,3,0,9,3,10,1,0,441,0,3.95124371858143,FALSE,6.12,0.91,1107
1867,3,3250,0,0,12,2,3,1,0,473,0,3.68887945411394,TRUE,5.07,0.85,1315
7260,7,5000,1,1,6,0,2,0,0,509,0,3.40119738166216,FALSE,4.52,0,1259
4241,9,13000,7,1,54,6,4,1,0,754,0,3.40119738166216,FALSE,5.7,1.19,1203
1611,0,3000,0,0,2,0,1,0,1,215,0,4.0943445622221,FALSE,3.26,0.47,1359
3250,9,3000,5,1,12,0,1,1,0,463,0,4.0943445622221,TRUE,1.08,0.65,1280
1475,3,3000,0,0,11,0,3,0,1,319,0,4.38202663467388,FALSE,8.78,0.63,1118
875,0,5000,0,0,5,0,1,0,1,810,0,4.78749174278205,FALSE,1.98,0.74,1089
2565,6,8000,16,0,41,16,5,1,0,877,0,3.80666248977032,FALSE,3.53,0.8,1329
4500,2,20000,0,0,6,4,2,0,1,351,0,4.27666611901606,FALSE,5.7,1.42,1251
2802,3,2750,0,0,19,2,1,1,0,853,0.12,3.68887945411394,FALSE,3.75,1.29,842
1150,3,2500,0,0,3,0,1,1,0,749,0,3.25809653802148,FALSE,3.74,0.13,1326
6070,3,5000,0,0,46,0,1,0,0,289,0,3.40119738166216,FALSE,3.46,0.35,890
580,4,5000,1,0,0,0,9,1,0,425,0,3.98898404656427,FALSE,5.18,4.24,432
771,7,10000,1,1,0,0,4,1,0,659,0,3.80666248977032,FALSE,3.34,0.61,1334
7268,4,7000,1,0,40,1,3,1,0,575,0,3.3322045101752,FALSE,4,1.57,798
1050,3,15000,3,0,16,3,3,0,1,975,0,3.40119738166216,FALSE,2.46,2.67,1216
1340,6,17500,27,0,3,0,5,1,0,566,0,3.68887945411394,FALSE,3.71,1.06,1356
2520,6,2500,0,1,4,0,1,1,0,425,0.24,3.80666248977032,FALSE,3.76,0.71,1368
1200,6,1200,0,1,2,0,1,1,0,309,0,1.6094379124341,FALSE,2.59,1.29,1322
1550,3,1500,0,0,7,0,1,1,0,195,0,4.0943445622221,TRUE,2.05,0,1273
1230,3,20000,0,0,3,0,1,0,1,190,0,2.89037175789616,FALSE,1.58,1.05,978
1290,9,5000,5,1,3,1,2,1,0,343,0,4.11087386417331,FALSE,3.79,1.17,1127
1410,7,1700,1,1,8,0,1,1,0,411,0,3.2188758248682,TRUE,3.65,1.95,1332
1625,7,10000,1,1,4,0,6,0,1,562,0,4.26267987704132,FALSE,3.38,0.36,891
5368,6,9000,0,1,42,10,1,1,0,1568,0,3.78418963391826,FALSE,3.7,0.64,1166
860,3,5500,0,0,9,0,1,1,0,729,0,2.89037175789616,FALSE,2.74,1.23,588
6675,9,5000,4,1,1,2,11,1,0,951,0,4.04305126783455,FALSE,3.47,0.84,1160
5596,3,10000,0,1,1,0,1,0,1,195,0,2.70805020110221,FALSE,6.67,0.51,1137
2250,6,4600,8,0,16,0,1,0,1,872,0,4.15888308335967,FALSE,5.5,0.23,1297
3591,3,1000,0,0,7,0,1,1,0,495,0,2.83321334405622,TRUE,5.25,0,1295
2952,3,2500,0,1,28,0,1,0,1,221,0,3.95124371858143,FALSE,5.43,0.45,1169
8802,9,8500,14,1,32,9,1,1,0,697,0,3.80666248977032,FALSE,5.16,0.57,1290
1620,3,2000,0,0,0,0,1,1,0,82,0,4.0943445622221,FALSE,2.44,7.32,296
912,6,5000,0,1,13,0,1,1,0,364,0,4.51085950651685,FALSE,2.47,0.82,941
2125,6,1800,21,0,4,0,1,0,1,1446,0,2.39789527279837,FALSE,4.29,0.69,1289
21122,0,20000,0,0,162,0,1,0,1,392,0,4.78749174278205,TRUE,5.61,3.06,959
595,3,1000,0,0,0,0,1,0,1,402,0,4.78749174278205,FALSE,4.48,0.5,1250
4551,8,4500,2,1,41,0,1,1,0,393,0,3.52636052461616,FALSE,5.34,1.02,1092
631,5,1000,2,0,2,0,1,1,0,553,0,2.83321334405622,FALSE,7.96,1.81,439
680,9,15000,6,1,3,0,1,1,0,403,0,3.89182029811063,FALSE,5.96,0.74,1285
615,8,3000,2,1,3,0,1,0,0,1103,0,3.40119738166216,FALSE,4.99,1.27,1019
635,5,5000,2,0,0,2,2,1,0,310,0,3.36729582998647,FALSE,5.16,0.65,975
2390,9,1500,8,1,65,8,2,1,0,380,0,4.30406509320417,FALSE,3.68,1.05,808
5215,6,17000,39,0,23,5,2,1,0,2342,0,3.91202300542815,FALSE,3.12,0.6,1037
500,2,1500,1,0,0,1,2,1,0,165,0,2.83321334405622,TRUE,3.64,0.61,628
650,6,17000,0,1,8,0,1,1,0,508,0,4.0943445622221,FALSE,2.95,0,795
3361,6,3240,0,1,35,1,3,1,0,588,0,4.11087386417331,TRUE,3.91,0.51,781
1745,8,2000,2,1,5,0,1,0,1,430,0,4.0943445622221,FALSE,0.93,0.93,1152
2015,3,2000,0,0,1,0,1,1,0,103,0,3.40119738166216,FALSE,4.85,0.97,1341
4840,5,4000,15,0,23,11,2,0,1,1092,0,3.40119738166216,FALSE,4.3,2.75,1121
1435,6,2000,0,1,4,3,1,1,0,351,0,3.95124371858143,FALSE,3.13,1.14,1013
1520,9,1500,5,1,20,5,1,1,0,255,0.39,3.3322045101752,TRUE,3.14,2.35,999
515,9,2500,4,1,2,1,2,0,1,304,0,3.40119738166216,FALSE,3.62,0.33,1058
920,3,8000,3,0,7,2,3,0,1,108,0,3.98898404656427,FALSE,1.85,0.93,1224
1345,3,1200,0,0,7,2,4,1,0,696,0,3.71357206670431,TRUE,5.75,2.44,1006
1085,7,1700,1,1,11,1,1,1,0,154,0,3.09104245335832,FALSE,4.55,0.65,957
7647,9,10000,27,1,25,15,3,1,0,114,0,4.00733318523247,FALSE,4.39,0,1269
3882,6,10000,0,1,9,2,4,0,0,574,0,3.55534806148941,TRUE,3.66,0,1292
2318,6,5000,0,1,17,3,2,0,1,761,0,4.49980967033027,FALSE,3.81,0.26,1027
1660,9,3000,7,1,5,0,1,1,0,442,0,3.78418963391826,FALSE,6.11,0.9,1153
1000,4,2500,1,1,0,0,1,0,1,238,0,4.78749174278205,FALSE,4.62,0,1196
2100,6,12000,13,0,8,0,6,1,0,282,0,3.43398720448515,FALSE,2.13,1.06,1029
575,1,1000,0,0,10,0,2,0,1,366,0,2.56494935746154,FALSE,4.92,0.27,1075
580,5,20000,0,1,16,2,2,0,1,2155,0,3.66356164612965,FALSE,4.69,1.48,1234
2775,9,2000,3,1,0,1,1,1,0,457,0,3.40119738166216,FALSE,6.35,1.09,1367
5161,6,5000,15,0,13,2,4,1,0,268,0,3.55534806148941,FALSE,2.99,0.37,1306
2835,8,2500,2,1,10,5,1,1,0,529,0,2.99573227355399,FALSE,5.67,0.57,1317
1545,3,1500,0,0,8,0,1,1,0,455,0,3.3322045101752,FALSE,6.15,1.54,1344
1725,3,9000,10,0,5,0,2,0,1,467,0,4.79579054559674,FALSE,0.86,0.64,1062
3080,6,3000,4,0,24,4,2,0,1,743,0,3.40119738166216,TRUE,4.85,0.81,1261
2500,6,2500,0,1,14,1,2,1,0,214,0,3.09104245335832,TRUE,4.67,0.93,967
2060,3,2000,0,0,24,3,2,1,0,614,0.16,3.66356164612965,FALSE,9.12,0.81,680
5115,3,15000,0,0,30,0,1,0,1,228,0,3.71357206670431,FALSE,6.14,1.32,1207
710,9,10000,13,1,19,5,3,0,0,574,0,2.63905732961526,FALSE,3.31,0.17,1193
1415,6,5500,0,1,8,0,1,1,0,484,0,3.63758615972639,FALSE,4.13,0.62,727
645,6,3500,1,1,6,0,1,0,1,558,0,3.93182563272433,FALSE,4.48,0.36,688
1200,6,10000,0,1,7,0,2,1,0,720,0,3.95124371858143,FALSE,5.14,1.11,1201
